sample,I_in,Q_in,I_out,Q_out,phase_err,u,nco_sin,nco_cos
7037,-6031,15233,5768,-5817,-3145670,-21425368,-12910,-30117
7038,-6507,15036,5772,-5813,-2618394,-21432167,-11980,-30498
7039,-6976,14824,5776,-5808,-2032302,-21438348,-11039,-30852
7040,-7438,14598,5781,-5804,-1476296,-21445313,-10087,-31176
7041,-7893,14357,5785,-5800,-943028,-21451968,-9126,-31470
7042,-8340,14102,5789,-5796,-368580,-21458402,-8157,-31736
7043,-8779,13833,5793,-5791,196562,-21465402,-6983,-32014
7044,-9209,13550,5762,-5822,-3899160,-21472348,-5998,-32213
7045,-9630,13255,5766,-5818,-3328151,-21421748,-5007,-32382
7046,-10042,12946,5770,-5814,-2799555,-21428389,-4011,-32521
7047,-10443,12624,5775,-5810,-2236116,-21434567,-3012,-32628
7048,-10835,12289,5779,-5806,-1683864,-21441232,-2009,-32705
7049,-11215,11943,5783,-5801,-1096954,-21447819,-1005,-32752
7050,-11585,11585,5787,-5797,-569666,-21454894,0,-32767
7051,-11943,11215,5792,-5793,0,-21461294,804,-32757
7052,-12289,10835,5831,-5753,5228064,-21468275,2009,-32705
7053,-12624,10443,5800,-5784,1096954,-21532892,3012,-32628
7054,-12946,10042,5805,-5780,1683864,-21482392,4011,-32521
7055,-13255,9630,5809,-5776,2236116,-21489764,5007,-32382
7056,-13550,9209,5813,-5771,2799555,-21496770,5998,-32213
7057,-13833,8779,5817,-5767,3328151,-21503973,6983,-32014
7058,-14102,8340,5821,-5763,3899160,-21510806,7962,-31785
7059,-14357,7893,5826,-5759,4461966,-21518219,8933,-31526
7060,-14598,7438,5830,-5754,5024814,-21525592,10087,-31176
7061,-14824,6976,5799,-5786,943028,-21533026,11039,-30852
7062,-15036,6507,5803,-5782,1476296,-21483114,11980,-30498
7063,-15233,6031,5807,-5777,2032302,-21489806,12910,-30117
7064,-15415,5550,5812,-5773,2618394,-21496836,13828,-29706
7065,-15582,5063,5816,-5769,3145670,-21504297,14732,-29268
7066,-15733,4571,5820,-5764,3727952,-21511094,15623,-28803
7067,-15869,4074,5824,-5760,4289694,-21518627,16499,-28310
7068,-15989,3574,5829,-5755,4876893,-21525969,17530,-27683
7069,-16093,3070,5797,-5787,745055,-21533685,18371,-27133
7070,-16182,2563,5802,-5783,1309586,-21483138,19195,-26556
7071,-16254,2053,5806,-5779,1855889,-21490195,20000,-25955
7072,-16311,1542,5810,-5774,2446955,-21497087,20787,-25329
7073,-16351,1029,5814,-5770,2973690,-21504591,21554,-24680
7074,-16375,515,5819,-5766,3538440,-21511363,22301,-24007
7075,-16384,0,5823,-5761,4087130,-21518661,23027,-23311
7076,-16375,-515,5827,-5757,4653056,-21525821,23870,-22448
7077,-16351,-1029,5796,-5788,568520,-21533253,24547,-21705
7078,-16311,-1542,5800,-5784,1123766,-21483267,25201,-20942
7079,-16254,-2053,5805,-5780,1683957,-21490191,25832,-20159
7080,-16182,-2563,5808,-5776,2210581,-21497235,26438,-19357
7081,-16093,-3070,5813,-5771,2787843,-21503924,27019,-18537
7082,-15989,-3574,5817,-5767,3356094,-21511295,27575,-17700
7083,-15869,-4074,5822,-5763,3921475,-21518617,28105,-16846
7084,-15733,-4571,5826,-5759,4461303,-21525964,28706,-15800
7085,-15582,-5063,5795,-5790,386828,-21533055,29177,-14912
7086,-15415,-5550,5799,-5786,945377,-21483173,29621,-14010
7087,-15233,-6031,5803,-5781,1508485,-21490118,30037,-13094
7088,-15036,-6507,5807,-5777,2030342,-21497179,30424,-12167
7089,-14824,-6976,5812,-5773,2627385,-21503791,30783,-11228
7090,-14598,-7438,5816,-5768,3185416,-21511388,31113,-10278
7091,-14357,-7893,5820,-5764,3716928,-21518566,31470,-9126
7092,-14102,-8340,5789,-5796,-368580,-21525476,31736,-8157
7093,-13833,-8779,5793,-5791,196562,-21475378,31971,-7179
7094,-13550,-9209,5798,-5787,750114,-21482324,32176,-6195
7095,-13255,-9630,5802,-5783,1315989,-21489187,32351,-5205
7096,-12946,-10042,5806,-5779,1844050,-21496262,32495,-4210
7097,-12624,-10443,5810,-5774,2414000,-21502930,32609,-3212
7098,-12289,-10835,5814,-5770,2970975,-21510172,32692,-2210
7099,-11943,-11215,5819,-5765,3569872,-21517314,32752,-1005
7100,-11585,-11585,5787,-5797,-569666,-21525034,32766,201
7101,-11215,-11943,5756,-5828,-4657170,-21474253,32745,1206
7102,-10835,-12289,5760,-5824,-4090188,-21423673,32692,2210
7103,-10443,-12624,5764,-5820,-3569872,-21430184,32609,3212
7104,-10042,-12946,5769,-5815,-2970975,-21436179,32495,4210
7105,-9630,-13255,5773,-5811,-2414000,-21443200,32351,5205
7106,-9209,-13550,5778,-5807,-1844050,-21449767,32176,6195
7107,-8779,-13833,5782,-5803,-1315989,-21456554,31971,7179
7108,-8340,-14102,5786,-5799,-750114,-21462884,31685,8351
7109,-7893,-14357,5755,-5830,-4844172,-21469738,31414,9319
7110,-7438,-14598,5759,-5825,-4287654,-21419057,31113,10278
7111,-6976,-14824,5763,-5821,-3716928,-21425418,30783,11228
7112,-6507,-15036,5767,-5817,-3185416,-21432014,30424,12167
7113,-6031,-15233,5772,-5813,-2627385,-21438187,30037,13094
7114,-5550,-15415,5776,-5808,-2030342,-21444744,29621,14010
7115,-5063,-15582,5780,-5804,-1508485,-21451843,29177,14912
7116,-4571,-15733,5785,-5800,-945377,-21458077,28706,15800
7117,-4074,-15869,5789,-5796,-386828,-21464876,28105,16846
7118,-3574,-15989,5758,-5827,-4461303,-21471679,27575,17700
7119,-3070,-16093,5762,-5823,-3921475,-21421279,27019,18537
7120,-2563,-16182,5766,-5818,-3356094,-21427475,26438,19357
7121,-2053,-16254,5770,-5814,-2787843,-21434045,25832,20159
7122,-1542,-16311,5775,-5809,-2210581,-21440710,25201,20942
7123,-1029,-16351,5779,-5806,-1683957,-21447547,24547,21705
7124,-515,-16375,5783,-5801,-1123766,-21453820,23870,22448
7125,0,-16384,5787,-5797,-568520,-21460564,23170,23170
7126,515,-16375,5792,-5793,0,-21467307,22301,24007
7127,1029,-16351,5760,-5824,-4087130,-21474273,21554,24680
7128,1542,-16311,5765,-5820,-3538440,-21423758,20787,25329
7129,2053,-16254,5769,-5815,-2973690,-21430104,20000,25955
7130,2563,-16182,5773,-5811,-2446955,-21436707,19195,26556
7131,3070,-16093,5778,-5807,-1855889,-21442900,18371,27133
7132,3574,-15989,5782,-5803,-1309586,-21449944,17530,27683
7133,4074,-15869,5786,-5798,-745055,-21456498,16673,28208
7134,4571,-15733,5790,-5794,-203721,-21463336,15623,28803
7135,5063,-15582,5759,-5825,-4289694,-21469948,14732,29268
7136,5550,-15415,5763,-5821,-3727952,-21419426,13828,29706
7137,6031,-15233,5768,-5817,-3145670,-21425911,12910,30117
7138,6507,-15036,5772,-5813,-2618394,-21432710,11980,30498
7139,6976,-14824,5776,-5808,-2032302,-21438891,11039,30852
7140,7438,-14598,5781,-5804,-1476296,-21445856,10087,31176
7141,7893,-14357,5785,-5800,-943028,-21452511,9126,31470
7142,8340,-14102,5789,-5796,-368580,-21458945,8157,31736
7143,8779,-13833,5793,-5791,196562,-21465945,6983,32014
7144,9209,-13550,5762,-5822,-3899160,-21472891,5998,32213
7145,9630,-13255,5766,-5818,-3328151,-21422291,5007,32382
7146,10042,-12946,5770,-5814,-2799555,-21428932,4011,32521
7147,10443,-12624,5775,-5810,-2236116,-21435110,3012,32628
7148,10835,-12289,5779,-5806,-1683864,-21441775,2009,32705
7149,11215,-11943,5783,-5801,-1096954,-21448362,1005,32752
7150,11585,-11585,5787,-5797,-569666,-21455437,0,32767
7151,11943,-11215,5792,-5793,0,-21461837,-804,32757
7152,12289,-10835,5831,-5753,5228064,-21468818,-2009,32705
7153,12624,-10443,5800,-5784,1096954,-21533435,-3012,32628
7154,12946,-10042,5805,-5780,1683864,-21482935,-4011,32521
7155,13255,-9630,5809,-5776,2236116,-21490307,-5007,32382
7156,13550,-9209,5813,-5771,2799555,-21497313,-5998,32213
7157,13833,-8779,5817,-5767,3328151,-21504516,-6983,32014
7158,14102,-8340,5821,-5763,3899160,-21511349,-7962,31785
7159,14357,-7893,5826,-5759,4461966,-21518762,-8933,31526
7160,14598,-7438,5830,-5754,5024814,-21526135,-10087,31176
7161,14824,-6976,5799,-5786,943028,-21533569,-11039,30852
7162,15036,-6507,5803,-5782,1476296,-21483657,-11980,30498
7163,15233,-6031,5807,-5777,2032302,-21490349,-12910,30117
7164,15415,-5550,5812,-5773,2618394,-21497379,-13828,29706
7165,15582,-5063,5816,-5769,3145670,-21504840,-14732,29268
7166,15733,-4571,5820,-5764,3727952,-21511637,-15623,28803
7167,15869,-4074,5824,-5760,4289694,-21519170,-16499,28310
7168,15989,-3574,5829,-5755,4876893,-21526512,-17530,27683
7169,16093,-3070,5797,-5787,745055,-21534228,-18371,27133
7170,16182,-2563,5802,-5783,1309586,-21483681,-19195,26556
7171,16254,-2053,5806,-5779,1855889,-21490738,-20000,25955
7172,16311,-1542,5810,-5774,2446955,-21497630,-20787,25329
7173,16351,-1029,5814,-5770,2973690,-21505134,-21554,24680
7174,16375,-515,5819,-5766,3538440,-21511906,-22301,24007
7175,16384,0,5823,-5761,4087130,-21519204,-23027,23311
7176,16375,515,5827,-5757,4653056,-21526364,-23870,22448
7177,16351,1029,5796,-5788,568520,-21533796,-24547,21705
7178,16311,1542,5800,-5784,1123766,-21483810,-25201,20942
7179,16254,2053,5805,-5780,1683957,-21490734,-25832,20159
7180,16182,2563,5808,-5776,2210581,-21497778,-26438,19357
7181,16093,3070,5813,-5771,2787843,-21504467,-27019,18537
7182,15989,3574,5817,-5767,3356094,-21511838,-27575,17700
7183,15869,4074,5822,-5763,3921475,-21519160,-28105,16846
7184,15733,4571,5826,-5759,4461303,-21526507,-28706,15800
7185,15582,5063,5795,-5790,386828,-21533598,-29177,14912
7186,15415,5550,5799,-5786,945377,-21483716,-29621,14010
7187,15233,6031,5803,-5781,1508485,-21490661,-30037,13094
7188,15036,6507,5807,-5777,2030342,-21497722,-30424,12167
7189,14824,6976,5812,-5773,2627385,-21504334,-30783,11228
7190,14598,7438,5816,-5768,3185416,-21511931,-31113,10278
7191,14357,7893,5820,-5764,3716928,-21519109,-31470,9126
7192,14102,8340,5789,-5796,-368580,-21526019,-31736,8157
7193,13833,8779,5793,-5791,196562,-21475921,-31971,7179
7194,13550,9209,5798,-5787,750114,-21482867,-32176,6195
7195,13255,9630,5802,-5783,1315989,-21489730,-32351,5205
7196,12946,10042,5806,-5779,1844050,-21496805,-32495,4210
7197,12624,10443,5810,-5774,2414000,-21503473,-32609,3212
7198,12289,10835,5814,-5770,2970975,-21510715,-32692,2210
7199,11943,11215,5819,-5765,3569872,-21517857,-32752,1005
7200,11585,11585,5787,-5797,-569666,-21525577,-32766,-201
7201,11215,11943,5756,-5828,-4657170,-21474796,-32745,-1206
7202,10835,12289,5760,-5824,-4090188,-21424216,-32692,-2210
7203,10443,12624,5764,-5820,-3569872,-21430727,-32609,-3212
7204,10042,12946,5769,-5815,-2970975,-21436722,-32495,-4210
7205,9630,13255,5773,-5811,-2414000,-21443743,-32351,-5205
7206,9209,13550,5778,-5807,-1844050,-21450310,-32176,-6195
7207,8779,13833,5782,-5803,-1315989,-21457097,-31971,-7179
7208,8340,14102,5786,-5799,-750114,-21463427,-31685,-8351
7209,7893,14357,5755,-5830,-4844172,-21470281,-31414,-9319
7210,7438,14598,5759,-5825,-4287654,-21419600,-31113,-10278
7211,6976,14824,5763,-5821,-3716928,-21425961,-30783,-11228
7212,6507,15036,5767,-5817,-3185416,-21432557,-30424,-12167
7213,6031,15233,5772,-5813,-2627385,-21438730,-30037,-13094
7214,5550,15415,5776,-5808,-2030342,-21445287,-29621,-14010
7215,5063,15582,5780,-5804,-1508485,-21452386,-29177,-14912
7216,4571,15733,5785,-5800,-945377,-21458620,-28609,-15976
7217,4074,15869,5753,-5831,-5043046,-21465419,-28105,-16846
7218,3574,15989,5758,-5827,-4461303,-21414673,-27575,-17700
7219,3070,16093,5762,-5823,-3921475,-21421325,-27019,-18537
7220,2563,16182,5766,-5818,-3356094,-21427521,-26438,-19357
7221,2053,16254,5770,-5814,-2787843,-21434091,-25832,-20159
7222,1542,16311,5775,-5809,-2210581,-21440756,-25201,-20942
7223,1029,16351,5779,-5806,-1683957,-21447593,-24547,-21705
7224,515,16375,5783,-5801,-1123766,-21453866,-23870,-22448
7225,0,16384,5787,-5797,-568520,-21460610,-23027,-23311
7226,-515,16375,5756,-5828,-4653056,-21467353,-22301,-24007
7227,-1029,16351,5760,-5824,-4087130,-21416809,-21554,-24680
7228,-1542,16311,5765,-5820,-3538440,-21423307,-20787,-25329
7229,-2053,16254,5769,-5815,-2973690,-21429653,-20000,-25955
7230,-2563,16182,5773,-5811,-2446955,-21436256,-19195,-26556
7231,-3070,16093,5778,-5807,-1855889,-21442449,-18371,-27133
7232,-3574,15989,5782,-5803,-1309586,-21449493,-17530,-27683
7233,-4074,15869,5786,-5798,-745055,-21456047,-16673,-28208
7234,-4571,15733,5790,-5794,-203721,-21462885,-15623,-28803
7235,-5063,15582,5759,-5825,-4289694,-21469497,-14732,-29268
7236,-5550,15415,5763,-5821,-3727952,-21418975,-13828,-29706
7237,-6031,15233,5768,-5817,-3145670,-21425460,-12910,-30117
7238,-6507,15036,5772,-5813,-2618394,-21432259,-11980,-30498
7239,-6976,14824,5776,-5808,-2032302,-21438440,-11039,-30852
7240,-7438,14598,5781,-5804,-1476296,-21445405,-10087,-31176
7241,-7893,14357,5785,-5800,-943028,-21452060,-9126,-31470
7242,-8340,14102,5789,-5796,-368580,-21458494,-8157,-31736
7243,-8779,13833,5793,-5791,196562,-21465494,-6983,-32014
7244,-9209,13550,5762,-5822,-3899160,-21472440,-5998,-32213
7245,-9630,13255,5766,-5818,-3328151,-21421840,-5007,-32382
7246,-10042,12946,5770,-5814,-2799555,-21428481,-4011,-32521
7247,-10443,12624,5775,-5810,-2236116,-21434659,-3012,-32628
7248,-10835,12289,5779,-5806,-1683864,-21441324,-2009,-32705
7249,-11215,11943,5783,-5801,-1096954,-21447911,-1005,-32752
7250,-11585,11585,5787,-5797,-569666,-21454986,0,-32767
7251,-11943,11215,5792,-5793,0,-21461386,804,-32757
7252,-12289,10835,5831,-5753,5228064,-21468367,2009,-32705
7253,-12624,10443,5800,-5784,1096954,-21532984,3012,-32628
7254,-12946,10042,5805,-5780,1683864,-21482484,4011,-32521
7255,-13255,9630,5809,-5776,2236116,-21489856,5007,-32382
7256,-13550,9209,5813,-5771,2799555,-21496862,5998,-32213
7257,-13833,8779,5817,-5767,3328151,-21504065,6983,-32014
7258,-14102,8340,5821,-5763,3899160,-21510898,7962,-31785
7259,-14357,7893,5826,-5759,4461966,-21518311,8933,-31526
7260,-14598,7438,5830,-5754,5024814,-21525684,10087,-31176
7261,-14824,6976,5799,-5786,943028,-21533118,11039,-30852
7262,-15036,6507,5803,-5782,1476296,-21483206,11980,-30498
7263,-15233,6031,5807,-5777,2032302,-21489898,12910,-30117
7264,-15415,5550,5812,-5773,2618394,-21496928,13828,-29706
7265,-15582,5063,5816,-5769,3145670,-21504389,14732,-29268
7266,-15733,4571,5820,-5764,3727952,-21511186,15623,-28803
7267,-15869,4074,5824,-5760,4289694,-21518719,16499,-28310
7268,-15989,3574,5829,-5755,4876893,-21526061,17530,-27683
7269,-16093,3070,5797,-5787,745055,-21533777,18371,-27133
7270,-16182,2563,5802,-5783,1309586,-21483230,19195,-26556
7271,-16254,2053,5806,-5779,1855889,-21490287,20000,-25955
7272,-16311,1542,5810,-5774,2446955,-21497179,20787,-25329
7273,-16351,1029,5814,-5770,2973690,-21504683,21554,-24680
7274,-16375,515,5819,-5766,3538440,-21511455,22301,-24007
7275,-16384,0,5823,-5761,4087130,-21518753,23027,-23311
7276,-16375,-515,5827,-5757,4653056,-21525913,23870,-22448
7277,-16351,-1029,5796,-5788,568520,-21533345,24547,-21705
7278,-16311,-1542,5800,-5784,1123766,-21483359,25201,-20942
7279,-16254,-2053,5805,-5780,1683957,-21490283,25832,-20159
7280,-16182,-2563,5808,-5776,2210581,-21497327,26438,-19357
7281,-16093,-3070,5813,-5771,2787843,-21504016,27019,-18537
7282,-15989,-3574,5817,-5767,3356094,-21511387,27575,-17700
7283,-15869,-4074,5822,-5763,3921475,-21518709,28105,-16846
7284,-15733,-4571,5826,-5759,4461303,-21526056,28706,-15800
7285,-15582,-5063,5795,-5790,386828,-21533147,29177,-14912
7286,-15415,-5550,5799,-5786,945377,-21483265,29621,-14010
7287,-15233,-6031,5803,-5781,1508485,-21490210,30037,-13094
7288,-15036,-6507,5807,-5777,2030342,-21497271,30424,-12167
7289,-14824,-6976,5812,-5773,2627385,-21503883,30783,-11228
7290,-14598,-7438,5816,-5768,3185416,-21511480,31113,-10278
7291,-14357,-7893,5820,-5764,3716928,-21518658,31470,-9126
7292,-14102,-8340,5789,-5796,-368580,-21525568,31736,-8157
7293,-13833,-8779,5793,-5791,196562,-21475470,31971,-7179
7294,-13550,-9209,5798,-5787,750114,-21482416,32176,-6195
7295,-13255,-9630,5802,-5783,1315989,-21489279,32351,-5205
7296,-12946,-10042,5806,-5779,1844050,-21496354,32495,-4210
7297,-12624,-10443,5810,-5774,2414000,-21503022,32609,-3212
7298,-12289,-10835,5814,-5770,2970975,-21510264,32692,-2210
7299,-11943,-11215,5819,-5765,3569872,-21517406,32752,-1005
7300,-11585,-11585,5787,-5797,-569666,-21525126,32766,201
7301,-11215,-11943,5756,-5828,-4657170,-21474345,32745,1206
7302,-10835,-12289,5760,-5824,-4090188,-21423765,32692,2210
7303,-10443,-12624,5764,-5820,-3569872,-21430276,32609,3212
7304,-10042,-12946,5769,-5815,-2970975,-21436271,32495,4210
7305,-9630,-13255,5773,-5811,-2414000,-21443292,32351,5205
7306,-9209,-13550,5778,-5807,-1844050,-21449859,32176,6195
7307,-8779,-13833,5782,-5803,-1315989,-21456646,31971,7179
7308,-8340,-14102,5786,-5799,-750114,-21462976,31685,8351
7309,-7893,-14357,5755,-5830,-4844172,-21469830,31414,9319
7310,-7438,-14598,5759,-5825,-4287654,-21419149,31113,10278
7311,-6976,-14824,5763,-5821,-3716928,-21425510,30783,11228
7312,-6507,-15036,5767,-5817,-3185416,-21432106,30424,12167
7313,-6031,-15233,5772,-5813,-2627385,-21438279,30037,13094
7314,-5550,-15415,5776,-5808,-2030342,-21444836,29621,14010
7315,-5063,-15582,5780,-5804,-1508485,-21451935,29177,14912
7316,-4571,-15733,5785,-5800,-945377,-21458169,28706,15800
7317,-4074,-15869,5789,-5796,-386828,-21464968,28105,16846
7318,-3574,-15989,5758,-5827,-4461303,-21471771,27575,17700
7319,-3070,-16093,5762,-5823,-3921475,-21421371,27019,18537
7320,-2563,-16182,5766,-5818,-3356094,-21427567,26438,19357
7321,-2053,-16254,5770,-5814,-2787843,-21434137,25832,20159
7322,-1542,-16311,5775,-5809,-2210581,-21440802,25201,20942
7323,-1029,-16351,5779,-5806,-1683957,-21447639,24547,21705
7324,-515,-16375,5783,-5801,-1123766,-21453912,23870,22448
7325,0,-16384,5787,-5797,-568520,-21460656,23027,23311
7326,515,-16375,5756,-5828,-4653056,-21467399,22301,24007
7327,1029,-16351,5760,-5824,-4087130,-21416855,21554,24680
7328,1542,-16311,5765,-5820,-3538440,-21423353,20787,25329
7329,2053,-16254,5769,-5815,-2973690,-21429699,20000,25955
7330,2563,-16182,5773,-5811,-2446955,-21436302,19195,26556
7331,3070,-16093,5778,-5807,-1855889,-21442495,18371,27133
7332,3574,-15989,5782,-5803,-1309586,-21449539,17530,27683
7333,4074,-15869,5786,-5798,-745055,-21456093,16673,28208
7334,4571,-15733,5790,-5794,-203721,-21462931,15623,28803
7335,5063,-15582,5759,-5825,-4289694,-21469543,14732,29268
7336,5550,-15415,5763,-5821,-3727952,-21419021,13828,29706
7337,6031,-15233,5768,-5817,-3145670,-21425506,12910,30117
7338,6507,-15036,5772,-5813,-2618394,-21432305,11980,30498
7339,6976,-14824,5776,-5808,-2032302,-21438486,11039,30852
7340,7438,-14598,5781,-5804,-1476296,-21445451,10087,31176
7341,7893,-14357,5785,-5800,-943028,-21452106,9126,31470
7342,8340,-14102,5789,-5796,-368580,-21458540,8157,31736
7343,8779,-13833,5793,-5791,196562,-21465540,6983,32014
7344,9209,-13550,5762,-5822,-3899160,-21472486,5998,32213
7345,9630,-13255,5766,-5818,-3328151,-21421886,5007,32382
7346,10042,-12946,5770,-5814,-2799555,-21428527,4011,32521
7347,10443,-12624,5775,-5810,-2236116,-21434705,3012,32628
7348,10835,-12289,5779,-5806,-1683864,-21441370,2009,32705
7349,11215,-11943,5783,-5801,-1096954,-21447957,1005,32752
7350,11585,-11585,5787,-5797,-569666,-21455032,0,32767
7351,11943,-11215,5792,-5793,0,-21461432,-804,32757
7352,12289,-10835,5831,-5753,5228064,-21468413,-2009,32705
7353,12624,-10443,5800,-5784,1096954,-21533030,-3012,32628
7354,12946,-10042,5805,-5780,1683864,-21482530,-4011,32521
7355,13255,-9630,5809,-5776,2236116,-21489902,-5007,32382
7356,13550,-9209,5813,-5771,2799555,-21496908,-5998,32213
7357,13833,-8779,5817,-5767,3328151,-21504111,-6983,32014
7358,14102,-8340,5821,-5763,3899160,-21510944,-7962,31785
7359,14357,-7893,5826,-5759,4461966,-21518357,-8933,31526
7360,14598,-7438,5830,-5754,5024814,-21525730,-10087,31176
7361,14824,-6976,5799,-5786,943028,-21533164,-11039,30852
7362,15036,-6507,5803,-5782,1476296,-21483252,-11980,30498
7363,15233,-6031,5807,-5777,2032302,-21489944,-12910,30117
7364,15415,-5550,5812,-5773,2618394,-21496974,-13828,29706
7365,15582,-5063,5816,-5769,3145670,-21504435,-14732,29268
7366,15733,-4571,5820,-5764,3727952,-21511232,-15623,28803
7367,15869,-4074,5824,-5760,4289694,-21518765,-16499,28310
7368,15989,-3574,5829,-5755,4876893,-21526107,-17530,27683
7369,16093,-3070,5797,-5787,745055,-21533823,-18371,27133
7370,16182,-2563,5802,-5783,1309586,-21483276,-19195,26556
7371,16254,-2053,5806,-5779,1855889,-21490333,-20000,25955
7372,16311,-1542,5810,-5774,2446955,-21497225,-20787,25329
7373,16351,-1029,5814,-5770,2973690,-21504729,-21554,24680
7374,16375,-515,5819,-5766,3538440,-21511501,-22301,24007
7375,16384,0,5823,-5761,4087130,-21518799,-23027,23311
7376,16375,515,5827,-5757,4653056,-21525959,-23870,22448
7377,16351,1029,5796,-5788,568520,-21533391,-24547,21705
7378,16311,1542,5800,-5784,1123766,-21483405,-25201,20942
7379,16254,2053,5805,-5780,1683957,-21490329,-25832,20159
7380,16182,2563,5808,-5776,2210581,-21497373,-26438,19357
7381,16093,3070,5813,-5771,2787843,-21504062,-27019,18537
