sample,I_in,Q_in,I_out,Q_out,phase_err,u,nco_sin,nco_cos
3189,14824,6976,5812,-5773,2627385,-21503985,-30783,11228
3190,14598,7438,5816,-5768,3185416,-21511582,-31113,10278
3191,14357,7893,5820,-5764,3716928,-21518760,-31470,9126
3192,14102,8340,5789,-5796,-368580,-21525670,-31736,8157
3193,13833,8779,5793,-5791,196562,-21475572,-31971,7179
3194,13550,9209,5798,-5787,750114,-21482518,-32176,6195
3195,13255,9630,5802,-5783,1315989,-21489381,-32351,5205
3196,12946,10042,5806,-5779,1844050,-21496456,-32495,4210
3197,12624,10443,5810,-5774,2414000,-21503124,-32609,3212
3198,12289,10835,5814,-5770,2970975,-21510366,-32692,2210
3199,11943,11215,5819,-5765,3569872,-21517508,-32752,1005
3200,11585,11585,5787,-5797,-569666,-21525228,-32766,-201
3201,11215,11943,5756,-5828,-4657170,-21474447,-32745,-1206
3202,10835,12289,5760,-5824,-4090188,-21423867,-32692,-2210
3203,10443,12624,5764,-5820,-3569872,-21430378,-32609,-3212
3204,10042,12946,5769,-5815,-2970975,-21436373,-32495,-4210
3205,9630,13255,5773,-5811,-2414000,-21443394,-32351,-5205
3206,9209,13550,5778,-5807,-1844050,-21449961,-32176,-6195
3207,8779,13833,5782,-5803,-1315989,-21456748,-31971,-7179
3208,8340,14102,5786,-5799,-750114,-21463078,-31685,-8351
3209,7893,14357,5755,-5830,-4844172,-21469932,-31414,-9319
3210,7438,14598,5759,-5825,-4287654,-21419251,-31113,-10278
3211,6976,14824,5763,-5821,-3716928,-21425612,-30783,-11228
3212,6507,15036,5767,-5817,-3185416,-21432208,-30424,-12167
3213,6031,15233,5772,-5813,-2627385,-21438381,-30037,-13094
3214,5550,15415,5776,-5808,-2030342,-21444938,-29621,-14010
3215,5063,15582,5780,-5804,-1508485,-21452037,-29177,-14912
3216,4571,15733,5785,-5800,-945377,-21458271,-28706,-15800
3217,4074,15869,5789,-5796,-386828,-21465070,-28105,-16846
3218,3574,15989,5758,-5827,-4461303,-21471873,-27575,-17700
3219,3070,16093,5762,-5823,-3921475,-21421473,-27019,-18537
3220,2563,16182,5766,-5818,-3356094,-21427669,-26438,-19357
3221,2053,16254,5770,-5814,-2787843,-21434239,-25832,-20159
3222,1542,16311,5775,-5809,-2210581,-21440904,-25201,-20942
3223,1029,16351,5779,-5806,-1683957,-21447741,-24547,-21705
3224,515,16375,5783,-5801,-1123766,-21454014,-23870,-22448
3225,0,16384,5787,-5797,-568520,-21460758,-23027,-23311
3226,-515,16375,5756,-5828,-4653056,-21467501,-22301,-24007
3227,-1029,16351,5760,-5824,-4087130,-21416957,-21554,-24680
3228,-1542,16311,5765,-5820,-3538440,-21423455,-20787,-25329
3229,-2053,16254,5769,-5815,-2973690,-21429801,-20000,-25955
3230,-2563,16182,5773,-5811,-2446955,-21436404,-19195,-26556
3231,-3070,16093,5778,-5807,-1855889,-21442597,-18371,-27133
3232,-3574,15989,5782,-5803,-1309586,-21449641,-17530,-27683
3233,-4074,15869,5786,-5798,-745055,-21456195,-16673,-28208
3234,-4571,15733,5790,-5794,-203721,-21463033,-15623,-28803
3235,-5063,15582,5759,-5825,-4289694,-21469645,-14732,-29268
3236,-5550,15415,5763,-5821,-3727952,-21419123,-13828,-29706
3237,-6031,15233,5768,-5817,-3145670,-21425608,-12910,-30117
3238,-6507,15036,5772,-5813,-2618394,-21432407,-11980,-30498
3239,-6976,14824,5776,-5808,-2032302,-21438588,-11039,-30852
3240,-7438,14598,5781,-5804,-1476296,-21445553,-10087,-31176
3241,-7893,14357,5785,-5800,-943028,-21452208,-9126,-31470
3242,-8340,14102,5789,-5796,-368580,-21458642,-8157,-31736
3243,-8779,13833,5793,-5791,196562,-21465642,-6983,-32014
3244,-9209,13550,5762,-5822,-3899160,-21472588,-5998,-32213
3245,-9630,13255,5766,-5818,-3328151,-21421988,-5007,-32382
3246,-10042,12946,5770,-5814,-2799555,-21428629,-4011,-32521
3247,-10443,12624,5775,-5810,-2236116,-21434807,-3012,-32628
3248,-10835,12289,5779,-5806,-1683864,-21441472,-2009,-32705
3249,-11215,11943,5783,-5801,-1096954,-21448059,-1005,-32752
3250,-11585,11585,5787,-5797,-569666,-21455134,0,-32767
3251,-11943,11215,5792,-5793,0,-21461534,804,-32757
3252,-12289,10835,5831,-5753,5228064,-21468515,2009,-32705
3253,-12624,10443,5800,-5784,1096954,-21533132,3012,-32628
3254,-12946,10042,5805,-5780,1683864,-21482632,4011,-32521
3255,-13255,9630,5809,-5776,2236116,-21490004,5007,-32382
3256,-13550,9209,5813,-5771,2799555,-21497010,5998,-32213
3257,-13833,8779,5817,-5767,3328151,-21504213,6983,-32014
3258,-14102,8340,5821,-5763,3899160,-21511046,7962,-31785
3259,-14357,7893,5826,-5759,4461966,-21518459,8933,-31526
3260,-14598,7438,5830,-5754,5024814,-21525832,10087,-31176
3261,-14824,6976,5799,-5786,943028,-21533266,11039,-30852
3262,-15036,6507,5803,-5782,1476296,-21483354,11980,-30498
3263,-15233,6031,5807,-5777,2032302,-21490046,12910,-30117
3264,-15415,5550,5812,-5773,2618394,-21497076,13828,-29706
3265,-15582,5063,5816,-5769,3145670,-21504537,14732,-29268
3266,-15733,4571,5820,-5764,3727952,-21511334,15623,-28803
3267,-15869,4074,5824,-5760,4289694,-21518867,16499,-28310
3268,-15989,3574,5829,-5755,4876893,-21526209,17530,-27683
3269,-16093,3070,5797,-5787,745055,-21533925,18371,-27133
3270,-16182,2563,5802,-5783,1309586,-21483378,19195,-26556
3271,-16254,2053,5806,-5779,1855889,-21490435,20000,-25955
3272,-16311,1542,5810,-5774,2446955,-21497327,20787,-25329
3273,-16351,1029,5814,-5770,2973690,-21504831,21554,-24680
3274,-16375,515,5819,-5766,3538440,-21511603,22301,-24007
3275,-16384,0,5823,-5761,4087130,-21518901,23027,-23311
3276,-16375,-515,5827,-5757,4653056,-21526061,23870,-22448
3277,-16351,-1029,5796,-5788,568520,-21533493,24547,-21705
3278,-16311,-1542,5800,-5784,1123766,-21483507,25201,-20942
3279,-16254,-2053,5805,-5780,1683957,-21490431,25832,-20159
3280,-16182,-2563,5808,-5776,2210581,-21497475,26438,-19357
3281,-16093,-3070,5813,-5771,2787843,-21504164,27019,-18537
3282,-15989,-3574,5817,-5767,3356094,-21511535,27575,-17700
3283,-15869,-4074,5822,-5763,3921475,-21518857,28105,-16846
3284,-15733,-4571,5826,-5759,4461303,-21526204,28706,-15800
3285,-15582,-5063,5795,-5790,386828,-21533295,29177,-14912
3286,-15415,-5550,5799,-5786,945377,-21483413,29621,-14010
3287,-15233,-6031,5803,-5781,1508485,-21490358,30037,-13094
3288,-15036,-6507,5807,-5777,2030342,-21497419,30424,-12167
3289,-14824,-6976,5812,-5773,2627385,-21504031,30783,-11228
3290,-14598,-7438,5816,-5768,3185416,-21511628,31113,-10278
3291,-14357,-7893,5820,-5764,3716928,-21518806,31470,-9126
3292,-14102,-8340,5789,-5796,-368580,-21525716,31736,-8157
3293,-13833,-8779,5793,-5791,196562,-21475618,31971,-7179
3294,-13550,-9209,5798,-5787,750114,-21482564,32176,-6195
3295,-13255,-9630,5802,-5783,1315989,-21489427,32351,-5205
3296,-12946,-10042,5806,-5779,1844050,-21496502,32495,-4210
3297,-12624,-10443,5810,-5774,2414000,-21503170,32609,-3212
3298,-12289,-10835,5814,-5770,2970975,-21510412,32692,-2210
3299,-11943,-11215,5819,-5765,3569872,-21517554,32752,-1005
3300,-11585,-11585,5787,-5797,-569666,-21525274,32766,201
3301,-11215,-11943,5756,-5828,-4657170,-21474493,32745,1206
3302,-10835,-12289,5760,-5824,-4090188,-21423913,32692,2210
3303,-10443,-12624,5764,-5820,-3569872,-21430424,32609,3212
3304,-10042,-12946,5769,-5815,-2970975,-21436419,32495,4210
3305,-9630,-13255,5773,-5811,-2414000,-21443440,32351,5205
3306,-9209,-13550,5778,-5807,-1844050,-21450007,32176,6195
3307,-8779,-13833,5782,-5803,-1315989,-21456794,31971,7179
3308,-8340,-14102,5786,-5799,-750114,-21463124,31685,8351
3309,-7893,-14357,5755,-5830,-4844172,-21469978,31414,9319
3310,-7438,-14598,5759,-5825,-4287654,-21419297,31113,10278
3311,-6976,-14824,5763,-5821,-3716928,-21425658,30783,11228
3312,-6507,-15036,5767,-5817,-3185416,-21432254,30424,12167
3313,-6031,-15233,5772,-5813,-2627385,-21438427,30037,13094
3314,-5550,-15415,5776,-5808,-2030342,-21444984,29621,14010
3315,-5063,-15582,5780,-5804,-1508485,-21452083,29177,14912
3316,-4571,-15733,5785,-5800,-945377,-21458317,28706,15800
3317,-4074,-15869,5789,-5796,-386828,-21465116,28105,16846
3318,-3574,-15989,5758,-5827,-4461303,-21471919,27575,17700
3319,-3070,-16093,5762,-5823,-3921475,-21421519,27019,18537
3320,-2563,-16182,5766,-5818,-3356094,-21427715,26438,19357
3321,-2053,-16254,5770,-5814,-2787843,-21434285,25832,20159
3322,-1542,-16311,5775,-5809,-2210581,-21440950,25201,20942
3323,-1029,-16351,5779,-5806,-1683957,-21447787,24547,21705
3324,-515,-16375,5783,-5801,-1123766,-21454060,23870,22448
3325,0,-16384,5787,-5797,-568520,-21460804,23027,23311
3326,515,-16375,5756,-5828,-4653056,-21467547,22301,24007
3327,1029,-16351,5760,-5824,-4087130,-21417003,21554,24680
3328,1542,-16311,5765,-5820,-3538440,-21423501,20787,25329
3329,2053,-16254,5769,-5815,-2973690,-21429847,20000,25955
3330,2563,-16182,5773,-5811,-2446955,-21436450,19195,26556
3331,3070,-16093,5778,-5807,-1855889,-21442643,18371,27133
3332,3574,-15989,5782,-5803,-1309586,-21449687,17530,27683
3333,4074,-15869,5786,-5798,-745055,-21456241,16673,28208
3334,4571,-15733,5790,-5794,-203721,-21463079,15623,28803
3335,5063,-15582,5759,-5825,-4289694,-21469691,14732,29268
3336,5550,-15415,5763,-5821,-3727952,-21419169,13828,29706
3337,6031,-15233,5768,-5817,-3145670,-21425654,12910,30117
3338,6507,-15036,5772,-5813,-2618394,-21432453,11980,30498
3339,6976,-14824,5776,-5808,-2032302,-21438634,11039,30852
3340,7438,-14598,5781,-5804,-1476296,-21445599,10087,31176
3341,7893,-14357,5785,-5800,-943028,-21452254,9126,31470
3342,8340,-14102,5789,-5796,-368580,-21458688,8157,31736
3343,8779,-13833,5793,-5791,196562,-21465688,6983,32014
3344,9209,-13550,5762,-5822,-3899160,-21472634,5998,32213
3345,9630,-13255,5766,-5818,-3328151,-21422034,5007,32382
3346,10042,-12946,5770,-5814,-2799555,-21428675,4011,32521
3347,10443,-12624,5775,-5810,-2236116,-21434853,3012,32628
3348,10835,-12289,5779,-5806,-1683864,-21441518,2009,32705
3349,11215,-11943,5783,-5801,-1096954,-21448105,1005,32752
3350,11585,-11585,5787,-5797,-569666,-21455180,0,32767
3351,11943,-11215,5792,-5793,0,-21461580,-804,32757
3352,12289,-10835,5831,-5753,5228064,-21468561,-2009,32705
3353,12624,-10443,5800,-5784,1096954,-21533178,-3012,32628
3354,12946,-10042,5805,-5780,1683864,-21482678,-4011,32521
3355,13255,-9630,5809,-5776,2236116,-21490050,-5007,32382
3356,13550,-9209,5813,-5771,2799555,-21497056,-5998,32213
3357,13833,-8779,5817,-5767,3328151,-21504259,-6983,32014
3358,14102,-8340,5821,-5763,3899160,-21511092,-7962,31785
3359,14357,-7893,5826,-5759,4461966,-21518505,-8933,31526
3360,14598,-7438,5830,-5754,5024814,-21525878,-10087,31176
3361,14824,-6976,5799,-5786,943028,-21533312,-11039,30852
3362,15036,-6507,5803,-5782,1476296,-21483400,-11980,30498
3363,15233,-6031,5807,-5777,2032302,-21490092,-12910,30117
3364,15415,-5550,5812,-5773,2618394,-21497122,-13828,29706
3365,15582,-5063,5816,-5769,3145670,-21504583,-14732,29268
3366,15733,-4571,5820,-5764,3727952,-21511380,-15623,28803
3367,15869,-4074,5824,-5760,4289694,-21518913,-16499,28310
3368,15989,-3574,5829,-5755,4876893,-21526255,-17530,27683
3369,16093,-3070,5797,-5787,745055,-21533971,-18371,27133
3370,16182,-2563,5802,-5783,1309586,-21483424,-19195,26556
3371,16254,-2053,5806,-5779,1855889,-21490481,-20000,25955
3372,16311,-1542,5810,-5774,2446955,-21497373,-20787,25329
3373,16351,-1029,5814,-5770,2973690,-21504877,-21554,24680
3374,16375,-515,5819,-5766,3538440,-21511649,-22301,24007
3375,16384,0,5823,-5761,4087130,-21518947,-23027,23311
3376,16375,515,5827,-5757,4653056,-21526107,-23870,22448
3377,16351,1029,5796,-5788,568520,-21533539,-24547,21705
3378,16311,1542,5800,-5784,1123766,-21483553,-25201,20942
3379,16254,2053,5805,-5780,1683957,-21490477,-25832,20159
3380,16182,2563,5808,-5776,2210581,-21497521,-26438,19357
3381,16093,3070,5813,-5771,2787843,-21504210,-27019,18537
3382,15989,3574,5817,-5767,3356094,-21511581,-27575,17700
3383,15869,4074,5822,-5763,3921475,-21518903,-28208,16673
3384,15733,4571,5790,-5794,-203721,-21526250,-28706,15800
3385,15582,5063,5795,-5790,386828,-21475684,-29177,14912
3386,15415,5550,5799,-5786,945377,-21482962,-29621,14010
3387,15233,6031,5803,-5781,1508485,-21489907,-30037,13094
3388,15036,6507,5807,-5777,2030342,-21496968,-30424,12167
3389,14824,6976,5812,-5773,2627385,-21503580,-30783,11228
3390,14598,7438,5816,-5768,3185416,-21511177,-31113,10278
3391,14357,7893,5820,-5764,3716928,-21518355,-31470,9126
3392,14102,8340,5789,-5796,-368580,-21525265,-31736,8157
3393,13833,8779,5793,-5791,196562,-21475167,-31971,7179
3394,13550,9209,5798,-5787,750114,-21482113,-32176,6195
3395,13255,9630,5802,-5783,1315989,-21488976,-32351,5205
3396,12946,10042,5806,-5779,1844050,-21496051,-32495,4210
3397,12624,10443,5810,-5774,2414000,-21502719,-32609,3212
3398,12289,10835,5814,-5770,2970975,-21509961,-32692,2210
3399,11943,11215,5819,-5765,3569872,-21517103,-32752,1005
3400,11585,11585,5787,-5797,-569666,-21524823,-32766,-201
3401,11215,11943,5756,-5828,-4657170,-21474042,-32745,-1206
3402,10835,12289,5760,-5824,-4090188,-21423462,-32692,-2210
3403,10443,12624,5764,-5820,-3569872,-21429973,-32609,-3212
3404,10042,12946,5769,-5815,-2970975,-21435968,-32495,-4210
3405,9630,13255,5773,-5811,-2414000,-21442989,-32351,-5205
3406,9209,13550,5778,-5807,-1844050,-21449556,-32176,-6195
3407,8779,13833,5782,-5803,-1315989,-21456343,-31971,-7179
3408,8340,14102,5786,-5799,-750114,-21462673,-31685,-8351
3409,7893,14357,5755,-5830,-4844172,-21469527,-31414,-9319
3410,7438,14598,5759,-5825,-4287654,-21418846,-31113,-10278
3411,6976,14824,5763,-5821,-3716928,-21425207,-30783,-11228
3412,6507,15036,5767,-5817,-3185416,-21431803,-30424,-12167
3413,6031,15233,5772,-5813,-2627385,-21437976,-30037,-13094
3414,5550,15415,5776,-5808,-2030342,-21444533,-29621,-14010
3415,5063,15582,5780,-5804,-1508485,-21451632,-29177,-14912
3416,4571,15733,5785,-5800,-945377,-21457866,-28706,-15800
3417,4074,15869,5789,-5796,-386828,-21464665,-28105,-16846
3418,3574,15989,5758,-5827,-4461303,-21471468,-27575,-17700
3419,3070,16093,5762,-5823,-3921475,-21421068,-27019,-18537
3420,2563,16182,5766,-5818,-3356094,-21427264,-26438,-19357
3421,2053,16254,5770,-5814,-2787843,-21433834,-25832,-20159
3422,1542,16311,5775,-5809,-2210581,-21440499,-25201,-20942
3423,1029,16351,5779,-5806,-1683957,-21447336,-24547,-21705
3424,515,16375,5783,-5801,-1123766,-21453609,-23870,-22448
3425,0,16384,5787,-5797,-568520,-21460353,-23027,-23311
3426,-515,16375,5756,-5828,-4653056,-21467096,-22301,-24007
3427,-1029,16351,5760,-5824,-4087130,-21416552,-21554,-24680
3428,-1542,16311,5765,-5820,-3538440,-21423050,-20787,-25329
3429,-2053,16254,5769,-5815,-2973690,-21429396,-20000,-25955
3430,-2563,16182,5773,-5811,-2446955,-21435999,-19195,-26556
3431,-3070,16093,5778,-5807,-1855889,-21442192,-18371,-27133
3432,-3574,15989,5782,-5803,-1309586,-21449236,-17530,-27683
3433,-4074,15869,5786,-5798,-745055,-21455790,-16673,-28208
3434,-4571,15733,5790,-5794,-203721,-21462628,-15623,-28803
3435,-5063,15582,5759,-5825,-4289694,-21469240,-14732,-29268
3436,-5550,15415,5763,-5821,-3727952,-21418718,-13828,-29706
3437,-6031,15233,5768,-5817,-3145670,-21425203,-12910,-30117
3438,-6507,15036,5772,-5813,-2618394,-21432002,-11980,-30498
3439,-6976,14824,5776,-5808,-2032302,-21438183,-11039,-30852
3440,-7438,14598,5781,-5804,-1476296,-21445148,-10087,-31176
3441,-7893,14357,5785,-5800,-943028,-21451803,-9126,-31470
3442,-8340,14102,5789,-5796,-368580,-21458237,-8157,-31736
3443,-8779,13833,5793,-5791,196562,-21465237,-6983,-32014
3444,-9209,13550,5762,-5822,-3899160,-21472183,-5998,-32213
3445,-9630,13255,5766,-5818,-3328151,-21421583,-5007,-32382
3446,-10042,12946,5770,-5814,-2799555,-21428224,-4011,-32521
3447,-10443,12624,5775,-5810,-2236116,-21434402,-3012,-32628
3448,-10835,12289,5779,-5806,-1683864,-21441067,-2009,-32705
3449,-11215,11943,5783,-5801,-1096954,-21447654,-1005,-32752
3450,-11585,11585,5787,-5797,-569666,-21454729,0,-32767
3451,-11943,11215,5792,-5793,0,-21461129,804,-32757
3452,-12289,10835,5831,-5753,5228064,-21468110,2009,-32705
3453,-12624,10443,5800,-5784,1096954,-21532727,3012,-32628
3454,-12946,10042,5805,-5780,1683864,-21482227,4011,-32521
3455,-13255,9630,5809,-5776,2236116,-21489599,5007,-32382
3456,-13550,9209,5813,-5771,2799555,-21496605,5998,-32213
3457,-13833,8779,5817,-5767,3328151,-21503808,6983,-32014
3458,-14102,8340,5821,-5763,3899160,-21510641,7962,-31785
3459,-14357,7893,5826,-5759,4461966,-21518054,8933,-31526
3460,-14598,7438,5830,-5754,5024814,-21525427,10087,-31176
3461,-14824,6976,5799,-5786,943028,-21532861,11039,-30852
3462,-15036,6507,5803,-5782,1476296,-21482949,11980,-30498
3463,-15233,6031,5807,-5777,2032302,-21489641,12910,-30117
3464,-15415,5550,5812,-5773,2618394,-21496671,13828,-29706
3465,-15582,5063,5816,-5769,3145670,-21504132,14732,-29268
3466,-15733,4571,5820,-5764,3727952,-21510929,15623,-28803
3467,-15869,4074,5824,-5760,4289694,-21518462,16499,-28310
3468,-15989,3574,5829,-5755,4876893,-21525804,17530,-27683
3469,-16093,3070,5797,-5787,745055,-21533520,18371,-27133
3470,-16182,2563,5802,-5783,1309586,-21482973,19195,-26556
3471,-16254,2053,5806,-5779,1855889,-21490030,20000,-25955
3472,-16311,1542,5810,-5774,2446955,-21496922,20787,-25329
3473,-16351,1029,5814,-5770,2973690,-21504426,21554,-24680
3474,-16375,515,5819,-5766,3538440,-21511198,22301,-24007
3475,-16384,0,5823,-5761,4087130,-21518496,23027,-23311
3476,-16375,-515,5827,-5757,4653056,-21525656,23870,-22448
3477,-16351,-1029,5796,-5788,568520,-21533088,24547,-21705
3478,-16311,-1542,5800,-5784,1123766,-21483102,25201,-20942
3479,-16254,-2053,5805,-5780,1683957,-21490026,25832,-20159
3480,-16182,-2563,5808,-5776,2210581,-21497070,26438,-19357
3481,-16093,-3070,5813,-5771,2787843,-21503759,27019,-18537
3482,-15989,-3574,5817,-5767,3356094,-21511130,27575,-17700
3483,-15869,-4074,5822,-5763,3921475,-21518452,28105,-16846
3484,-15733,-4571,5826,-5759,4461303,-21525799,28706,-15800
3485,-15582,-5063,5795,-5790,386828,-21532890,29177,-14912
3486,-15415,-5550,5799,-5786,945377,-21483008,29621,-14010
3487,-15233,-6031,5803,-5781,1508485,-21489953,30037,-13094
3488,-15036,-6507,5807,-5777,2030342,-21497014,30424,-12167
3489,-14824,-6976,5812,-5773,2627385,-21503626,30783,-11228
3490,-14598,-7438,5816,-5768,3185416,-21511223,31113,-10278
3491,-14357,-7893,5820,-5764,3716928,-21518401,31470,-9126
3492,-14102,-8340,5789,-5796,-368580,-21525311,31736,-8157
3493,-13833,-8779,5793,-5791,196562,-21475213,31971,-7179
3494,-13550,-9209,5798,-5787,750114,-21482159,32176,-6195
3495,-13255,-9630,5802,-5783,1315989,-21489022,32351,-5205
3496,-12946,-10042,5806,-5779,1844050,-21496097,32495,-4210
3497,-12624,-10443,5810,-5774,2414000,-21502765,32609,-3212
3498,-12289,-10835,5814,-5770,2970975,-21510007,32692,-2210
3499,-11943,-11215,5819,-5765,3569872,-21517149,32752,-1005
3500,-11585,-11585,5787,-5797,-569666,-21524869,32766,201
3501,-11215,-11943,5756,-5828,-4657170,-21474088,32745,1206
3502,-10835,-12289,5760,-5824,-4090188,-21423508,32692,2210
3503,-10443,-12624,5764,-5820,-3569872,-21430019,32609,3212
3504,-10042,-12946,5769,-5815,-2970975,-21436014,32495,4210
3505,-9630,-13255,5773,-5811,-2414000,-21443035,32351,5205
3506,-9209,-13550,5778,-5807,-1844050,-21449602,32176,6195
3507,-8779,-13833,5782,-5803,-1315989,-21456389,31971,7179
3508,-8340,-14102,5786,-5799,-750114,-21462719,31685,8351
3509,-7893,-14357,5755,-5830,-4844172,-21469573,31414,9319
3510,-7438,-14598,5759,-5825,-4287654,-21418892,31113,10278
3511,-6976,-14824,5763,-5821,-3716928,-21425253,30783,11228
3512,-6507,-15036,5767,-5817,-3185416,-21431849,30424,12167
3513,-6031,-15233,5772,-5813,-2627385,-21438022,30037,13094
3514,-5550,-15415,5776,-5808,-2030342,-21444579,29621,14010
3515,-5063,-15582,5780,-5804,-1508485,-21451678,29177,14912
3516,-4571,-15733,5785,-5800,-945377,-21457912,28706,15800
3517,-4074,-15869,5789,-5796,-386828,-21464711,28105,16846
3518,-3574,-15989,5758,-5827,-4461303,-21471514,27575,17700
3519,-3070,-16093,5762,-5823,-3921475,-21421114,27019,18537
3520,-2563,-16182,5766,-5818,-3356094,-21427310,26438,19357
3521,-2053,-16254,5770,-5814,-2787843,-21433880,25832,20159
3522,-1542,-16311,5775,-5809,-2210581,-21440545,25201,20942
3523,-1029,-16351,5779,-5806,-1683957,-21447382,24547,21705
3524,-515,-16375,5783,-5801,-1123766,-21453655,23870,22448
3525,0,-16384,5787,-5797,-568520,-21460399,23170,23170
3526,515,-16375,5792,-5793,0,-21467142,22301,24007
3527,1029,-16351,5760,-5824,-4087130,-21474108,21554,24680
3528,1542,-16311,5765,-5820,-3538440,-21423593,20787,25329
3529,2053,-16254,5769,-5815,-2973690,-21429939,20000,25955
3530,2563,-16182,5773,-5811,-2446955,-21436542,19195,26556
3531,3070,-16093,5778,-5807,-1855889,-21442735,18371,27133
3532,3574,-15989,5782,-5803,-1309586,-21449779,17530,27683
3533,4074,-15869,5786,-5798,-745055,-21456333,16673,28208
3534,4571,-15733,5790,-5794,-203721,-21463171,15623,28803
3535,5063,-15582,5759,-5825,-4289694,-21469783,14732,29268
3536,5550,-15415,5763,-5821,-3727952,-21419261,13828,29706
3537,6031,-15233,5768,-5817,-3145670,-21425746,12910,30117
3538,6507,-15036,5772,-5813,-2618394,-21432545,11980,30498
3539,6976,-14824,5776,-5808,-2032302,-21438726,11039,30852
3540,7438,-14598,5781,-5804,-1476296,-21445691,10087,31176
3541,7893,-14357,5785,-5800,-943028,-21452346,9126,31470
3542,8340,-14102,5789,-5796,-368580,-21458780,8157,31736
3543,8779,-13833,5793,-5791,196562,-21465780,6983,32014
3544,9209,-13550,5762,-5822,-3899160,-21472726,5998,32213
3545,9630,-13255,5766,-5818,-3328151,-21422126,5007,32382
3546,10042,-12946,5770,-5814,-2799555,-21428767,4011,32521
3547,10443,-12624,5775,-5810,-2236116,-21434945,3012,32628
3548,10835,-12289,5779,-5806,-1683864,-21441610,2009,32705
3549,11215,-11943,5783,-5801,-1096954,-21448197,1005,32752
3550,11585,-11585,5787,-5797,-569666,-21455272,0,32767
3551,11943,-11215,5792,-5793,0,-21461672,-804,32757
3552,12289,-10835,5831,-5753,5228064,-21468653,-2009,32705
3553,12624,-10443,5800,-5784,1096954,-21533270,-3012,32628
3554,12946,-10042,5805,-5780,1683864,-21482770,-4011,32521
3555,13255,-9630,5809,-5776,2236116,-21490142,-5007,32382
3556,13550,-9209,5813,-5771,2799555,-21497148,-5998,32213
3557,13833,-8779,5817,-5767,3328151,-21504351,-6983,32014
3558,14102,-8340,5821,-5763,3899160,-21511184,-7962,31785
3559,14357,-7893,5826,-5759,4461966,-21518597,-8933,31526
3560,14598,-7438,5830,-5754,5024814,-21525970,-10087,31176
3561,14824,-6976,5799,-5786,943028,-21533404,-11039,30852
3562,15036,-6507,5803,-5782,1476296,-21483492,-11980,30498
3563,15233,-6031,5807,-5777,2032302,-21490184,-12910,30117
3564,15415,-5550,5812,-5773,2618394,-21497214,-13828,29706
3565,15582,-5063,5816,-5769,3145670,-21504675,-14732,29268
3566,15733,-4571,5820,-5764,3727952,-21511472,-15623,28803
3567,15869,-4074,5824,-5760,4289694,-21519005,-16499,28310
3568,15989,-3574,5829,-5755,4876893,-21526347,-17530,27683
3569,16093,-3070,5797,-5787,745055,-21534063,-18371,27133
3570,16182,-2563,5802,-5783,1309586,-21483516,-19195,26556
3571,16254,-2053,5806,-5779,1855889,-21490573,-20000,25955
3572,16311,-1542,5810,-5774,2446955,-21497465,-20787,25329
3573,16351,-1029,5814,-5770,2973690,-21504969,-21554,24680
3574,16375,-515,5819,-5766,3538440,-21511741,-22301,24007
3575,16384,0,5823,-5761,4087130,-21519039,-23027,23311
3576,16375,515,5827,-5757,4653056,-21526199,-23870,22448
3577,16351,1029,5796,-5788,568520,-21533631,-24547,21705
3578,16311,1542,5800,-5784,1123766,-21483645,-25201,20942
3579,16254,2053,5805,-5780,1683957,-21490569,-25832,20159
3580,16182,2563,5808,-5776,2210581,-21497613,-26438,19357
3581,16093,3070,5813,-5771,2787843,-21504302,-27019,18537
3582,15989,3574,5817,-5767,3356094,-21511673,-27575,17700
3583,15869,4074,5822,-5763,3921475,-21518995,-28105,16846
3584,15733,4571,5826,-5759,4461303,-21526342,-28706,15800
3585,15582,5063,5795,-5790,386828,-21533433,-29177,14912
3586,15415,5550,5799,-5786,945377,-21483551,-29621,14010
3587,15233,6031,5803,-5781,1508485,-21490496,-30037,13094
3588,15036,6507,5807,-5777,2030342,-21497557,-30424,12167
3589,14824,6976,5812,-5773,2627385,-21504169,-30783,11228
3590,14598,7438,5816,-5768,3185416,-21511766,-31113,10278
3591,14357,7893,5820,-5764,3716928,-21518944,-31470,9126
3592,14102,8340,5789,-5796,-368580,-21525854,-31736,8157
3593,13833,8779,5793,-5791,196562,-21475756,-31971,7179
3594,13550,9209,5798,-5787,750114,-21482702,-32176,6195
3595,13255,9630,5802,-5783,1315989,-21489565,-32351,5205
3596,12946,10042,5806,-5779,1844050,-21496640,-32495,4210
3597,12624,10443,5810,-5774,2414000,-21503308,-32609,3212
3598,12289,10835,5814,-5770,2970975,-21510550,-32692,2210
3599,11943,11215,5819,-5765,3569872,-21517692,-32752,1005
3600,11585,11585,5787,-5797,-569666,-21525412,-32766,-201
3601,11215,11943,5756,-5828,-4657170,-21474631,-32745,-1206
3602,10835,12289,5760,-5824,-4090188,-21424051,-32692,-2210
3603,10443,12624,5764,-5820,-3569872,-21430562,-32609,-3212
3604,10042,12946,5769,-5815,-2970975,-21436557,-32495,-4210
3605,9630,13255,5773,-5811,-2414000,-21443578,-32351,-5205
3606,9209,13550,5778,-5807,-1844050,-21450145,-32176,-6195
3607,8779,13833,5782,-5803,-1315989,-21456932,-31971,-7179
3608,8340,14102,5786,-5799,-750114,-21463262,-31685,-8351
